3.247934341430664062e+01,2.429254722595214844e+01,7.184520721435546875e+01,1.776149749755859375e+01,1.293040313720703125e+02,1.194462871551513672e+01,6.997023010253906250e+01,8.010065460205078125e+01,2.801576995849609375e+01,9.158029937744140625e+01,6.203721618652343750e+01,4.402117156982421875e+01,1.078138427734375000e+02,5.357600784301757812e+01,3.455979537963867188e+01,0.000000000000000000e+00
2.720400810241699219e+01,3.050037765502929688e+01,7.619532775878906250e+01,1.986441421508789062e+01,1.616559906005859375e+02,1.836192703247070312e+01,3.711624526977539062e+01,1.187471466064453125e+02,1.990373229980468750e+01,8.802083587646484375e+01,6.925185394287109375e+01,3.369850921630859375e+01,1.067456130981445312e+02,5.645782089233398438e+01,1.687514686584472656e+01,0.000000000000000000e+00
2.343364906311035156e+01,2.861846542358398438e+01,8.898772430419921875e+01,2.299490737915039062e+01,1.317615661621093750e+02,1.212358093261718750e+01,6.139772033691406250e+01,9.440321350097656250e+01,2.981108856201171875e+01,9.950008392333984375e+01,6.575599670410156250e+01,3.293590927124023438e+01,1.110598678588867188e+02,6.649833679199218750e+01,2.270710182189941406e+01,0.000000000000000000e+00
2.751757240295410156e+01,5.186178970336914062e+01,2.198164176940917969e+01,3.762611770629882812e+01,1.326448059082031250e+02,3.465735912322998047e+00,3.228139877319335938e+01,1.354552459716796875e+02,2.794281578063964844e+01,3.518551635742187500e+01,1.477671203613281250e+02,5.150315093994140625e+01,4.566492462158203125e+01,1.481747131347656250e+02,3.047008323669433594e+01,0.000000000000000000e+00
2.431403732299804688e+01,3.931798553466796875e+01,3.042818069458007812e+01,4.122098541259765625e+01,1.274647827148437500e+02,1.359778213500976562e+01,3.653311920166015625e+01,1.310691680908203125e+02,3.057467460632324219e+01,3.913150405883789062e+01,1.435360717773437500e+02,4.696527099609375000e+01,4.917317962646484375e+01,1.437051086425781250e+02,2.844810676574707031e+01,0.000000000000000000e+00
2.580935859680175781e+01,3.742763900756835938e+01,3.726045227050781250e+01,3.332513809204101562e+01,1.325606994628906250e+02,1.017790126800537109e+01,3.412565231323242188e+01,1.313560791015625000e+02,4.036267471313476562e+01,4.003184890747070312e+01,1.437422637939453125e+02,5.667417907714843750e+01,4.796123504638671875e+01,1.464152069091796875e+02,3.413538360595703125e+01,0.000000000000000000e+00
2.196366882324218750e+01,1.835228347778320312e+01,4.488125610351562500e+01,7.843647766113281250e+01,8.240567779541015625e+01,7.232731628417968750e+01,1.051077499389648438e+02,7.208055877685546875e+01,9.207935333251953125e+01,1.225052947998046875e+02,6.798065185546875000e+01,9.826362609863281250e+01,1.347294464111328125e+02,4.361434555053710938e+01,1.252602539062500000e+02,0.000000000000000000e+00
2.523124885559082031e+01,1.492039108276367188e+01,4.356489944458007812e+01,7.374039459228515625e+01,8.354750061035156250e+01,6.667214965820312500e+01,1.015944824218750000e+02,7.364495849609375000e+01,9.101840209960937500e+01,1.188670043945312500e+02,7.076234436035156250e+01,9.474976348876953125e+01,1.325894470214843750e+02,4.252376556396484375e+01,1.211708908081054688e+02,0.000000000000000000e+00
1.518925952911376953e+01,2.070778083801269531e+01,3.480194473266601562e+01,8.147665405273437500e+01,6.743624877929687500e+01,6.405432891845703125e+01,1.086230010986328125e+02,6.008870697021484375e+01,9.039508056640625000e+01,1.226424789428710938e+02,6.179225158691406250e+01,9.832942962646484375e+01,1.343122711181640625e+02,4.049468231201171875e+01,1.150250473022460938e+02,0.000000000000000000e+00
2.928398132324218750e+01,4.372251510620117188e+01,3.352558135986328125e+01,3.899332809448242188e+01,1.304170684814453125e+02,2.476453971862792969e+01,4.010981369018554688e+01,1.285219268798828125e+02,8.891152191162109375e+01,4.512350082397460938e+01,1.387718811035156250e+02,8.197220611572265625e+01,5.385445785522460938e+01,1.392454376220703125e+02,5.057528305053710938e+01,0.000000000000000000e+00
2.677575874328613281e+01,4.330408477783203125e+01,3.163212203979492188e+01,4.543925857543945312e+01,1.237356338500976562e+02,1.822850990295410156e+01,4.255071640014648438e+01,1.252481002807617188e+02,1.084867324829101562e+02,4.601045227050781250e+01,1.359237060546875000e+02,8.846260070800781250e+01,5.109487533569335938e+01,1.389190368652343750e+02,5.496898651123046875e+01,0.000000000000000000e+00
2.962508010864257812e+01,4.093751525878906250e+01,3.700725173950195312e+01,4.273717880249023438e+01,1.271902923583984375e+02,2.012470054626464844e+01,4.388204574584960938e+01,1.269161987304687500e+02,1.033680877685546875e+02,4.791231536865234375e+01,1.372269897460937500e+02,8.704488372802734375e+01,5.549007797241210938e+01,1.360061340332031250e+02,6.186428833007812500e+01,0.000000000000000000e+00
